ENTRY,NAME,DEFINITION,EQUATION,ENZYME,BRITE,RHEA,COMMENT,RCLASS,PATHWAY,ORTHOLOGY,MODULE,REMARK,REFERENCE
R07631,geranyl-diphosphate diphosphate-lyase [(3S)-linalool-forming],Geranyl diphosphate + H2O <=> (+)-Linalool + Diphosphate,C00341 + C00001 <=> C11389 + C00013,4.2.3.25,Enzymatic reactions [BR:br08201]/// 4. Lyase reactions///  4.2  Carbon-oxygen lyases///   4.2.3  Acting on phosphates///    4.2.3.25///     R07631  Geranyl diphosphate + H2O <=> (+)-Linalool + Diphosphate,24119,,RC01821  C00341_C11389,rn00902: Monoterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites,(3S)-linalool synthase [EC:4.2.3.25]///S-linalool synthase [EC:4.2.3.25],,,
R07632,geranyl-diphosphate diphosphate-lyase [(3R)-linalool-forming],Geranyl diphosphate + H2O <=> (-)-Linalool + Diphosphate,C00341 + C00001 <=> C11388 + C00013,4.2.3.26,Enzymatic reactions [BR:br08201]/// 4. Lyase reactions///  4.2  Carbon-oxygen lyases///   4.2.3  Acting on phosphates///    4.2.3.26///     R07632  Geranyl diphosphate + H2O <=> (-)-Linalool + Diphosphate,15812,,RC01821  C00341_C11388,rn00902: Monoterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites,(3R)-linalool synthase [EC:4.2.3.26],,,
R07633,3-sulfolactate bisulfite-lyase,(2R)-3-Sulfolactate <=> Pyruvate + HSO3-,C11537 <=> C00022 + C11481,4.4.1.24,Enzymatic reactions [BR:br08201]/// 4. Lyase reactions///  4.4  Carbon-sulfur lyases///   4.4.1  Carbon-sulfur lyases (only sub-subclass identified to date)///    4.4.1.24///     R07633  (2R)-3-Sulfolactate <=> Pyruvate + HSO3-,21431,,RC01785  C00022_C11537,rn00270: Cysteine and methionine metabolism///rn01100: Metabolic pathways,(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]///(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24],,,
R07634,L-cysteate bisulfite-lyase (deaminating),L-Cysteate + H2O <=> Pyruvate + HSO3- + Ammonia,C00506 + C00001 <=> C00022 + C11481 + C00014,4.4.1.25,Enzymatic reactions [BR:br08201]/// 4. Lyase reactions///  4.4  Carbon-sulfur lyases///   4.4.1  Carbon-sulfur lyases (only sub-subclass identified to date)///    4.4.1.25///     R07634  L-Cysteate + H2O <=> Pyruvate + HSO3- + Ammonia,13444,,RC01784  C00022_C00506,rn00270: Cysteine and methionine metabolism///rn01100: Metabolic pathways,L-cysteate sulfo-lyase [EC:4.4.1.25],,,
R07635,"6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol diacylglycerol-lyase (1,2-cyclic-phosphate-forming)","6-(alpha-D-Glucosaminyl)-1-phosphatidyl-1D-myo-inositol <=> 6-(alpha-D-Glucosaminyl)-1D-myo-inositol 1,2-cyclic phosphate + 1,2-Diacyl-sn-glycerol",C04248 <=> C16070 + C00641,4.6.1.14,"Enzymatic reactions [BR:br08201]/// 4. Lyase reactions///  4.6  Phosphorus-oxygen lyases///   4.6.1  Phosphorus-oxygen lyases (only sub-subclass identified to date)///    4.6.1.14///     R07635  6-(alpha-D-Glucosaminyl)-1-phosphatidyl-1D-myo-inositol <=> 6-(alpha-D-Glucosaminyl)-1D-myo-inositol 1,2-cyclic phosphate + 1,2-Diacyl-sn-glycerol",14336,,RC00017  C00641_C04248///RC00915  C04248_C16070,,,,,
R07636,FAD AMP-lyase (cyclic-FMN-forming),"FAD <=> AMP + Riboflavin cyclic-4',5'-phosphate",C00016 <=> C00020 + C16071,4.6.1.15,"Enzymatic reactions [BR:br08201]/// 4. Lyase reactions///  4.6  Phosphorus-oxygen lyases///   4.6.1  Phosphorus-oxygen lyases (only sub-subclass identified to date)///    4.6.1.15///     R07636  FAD <=> AMP + Riboflavin cyclic-4',5'-phosphate",13732,,RC00002  C00016_C00020///RC01782  C00016_C16071,,,,,
R07638,(Z)-phenylacetaldehyde-oxime hydro-lyase,(Z)-Phenylacetaldehyde oxime <=> Phenylacetonitrile + H2O,C16075 <=> C16074 + C00001,1.14.14.44///4.8.1.4,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen///   1.14.14  With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen into the other donor///    1.14.14.44///     R07638  (Z)-Phenylacetaldehyde oxime <=> Phenylacetonitrile + H2O/// 4. Lyase reactions///  4.8  Nitrogen-oxygen lyases///   4.8.1  Hydro-lyases///    4.8.1.4///     R07638  (Z)-Phenylacetaldehyde oxime <=> Phenylacetonitrile + H2O",20072,"the second step of three-step reaction (see R11732, R10041+R07638+R11733)",RC01076  C16074_C16075,rn00460: Cyanoamino acid metabolism///rn00643: Styrene degradation///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01120: Microbial metabolism in diverse environments,phenylacetaldehyde oxime monooxygenase [EC:1.14.14.44]///phenylacetaldoxime dehydratase [EC:4.8.1.4],,,
R07639,decenoyl-[acyl-carrier-protein] Delta2-trans-Delta3-cis-isomerase,trans-Dec-2-enoyl-[acp] <=> cis-Dec-3-enoyl-[acp],C05754 <=> C04180,5.3.3.14,Enzymatic reactions [BR:br08201]/// 5. Isomerase reactions///  5.3  Intramolecular oxidoreductases///   5.3.3  Transposing C=C bonds///    5.3.3.14///     R07639  trans-Dec-2-enoyl-[acp] <=> cis-Dec-3-enoyl-[acp],23571,,RC01078  C04180_C05754,rn00061: Fatty acid biosynthesis,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]///trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:5.3.3.14],,,
R07640,poly(ribonucleotide):poly(ribonucleotide) ligase (AMP-forming),ATP + RNA(n) + RNA(m) <=> AMP + Diphosphate + RNA(n+m),C00002 + C00046(n) + C00046(m) <=> C00020 + C00013 + C00046(n+m),6.5.1.3,Enzymatic reactions [BR:br08201]/// 6. Ligase reactions///  6.5  Forming phosphoric-ester bonds///   6.5.1  Ligases that form phosphoric-ester bonds (only sub-subclass identified to date)///    6.5.1.3///     R07640  ATP + RNA(n) + RNA(m) <=> AMP + Diphosphate + RNA(n+m),,,,,,,,
R07641,,2 ATP + HCO3- + Ammonia <=> 2 ADP + Orthophosphate + Carbamoyl phosphate,2 C00002 + C00288 + C00014 <=> 2 C00008 + C00009 + C00169,6.3.5.5,Enzymatic reactions [BR:br08201]/// 6. Ligase reactions///  6.3  Forming carbon-nitrogen bonds///   6.3.5  Carbon-nitrogen ligases with glutamine as amido-N-donor///    6.3.5.5///     R07641  2 ATP + HCO3- + Ammonia <=> 2 ADP + Orthophosphate + Carbamoyl phosphate,18032,multi-step reaction,RC00002  C00002_C00008///RC02804  C00014_C00169,,,,,
R07642,L-amino acid:L-amino acid ligase (ADP-forming),ATP + L-Amino acid + L-Amino acid <=> ADP + Orthophosphate + L-Aminoacyl-L-amino acid,C00002 + C00151 + C00151 <=> C00008 + C00009 + C16116,,,,,RC00002  C00002_C00008///RC00064  C00151_C16116///RC00141  C00151_C16116,,,,,
R07643,L-glutamate:histamine ligase,ATP + L-Glutamate + Histamine <=> Products of ATP breakdown + N(alpha)-gamma-L-Glutamylhistamine,C00002 + C00025 + C00388 <=> C07305 + C04138,6.3.2.18,Enzymatic reactions [BR:br08201]/// 6. Ligase reactions///  6.3  Forming carbon-nitrogen bonds///   6.3.2  Acid-D-amino-acid ligases (peptide synthases)///    6.3.2.18///     R07643  ATP + L-Glutamate + Histamine <=> Products of ATP breakdown + N(alpha)-gamma-L-Glutamylhistamine,,,RC00090  C00025_C04138///RC00096  C00388_C04138,,,,,
R07644,"2,3-dihydroxybenzoate:L-serine ligase","6 ATP + 3 2,3-Dihydroxybenzoate + 3 L-Serine <=> Enterochelin + 6 AMP + 6 Diphosphate",6 C00002 + 3 C00196 + 3 C00065 <=> C05821 + 6 C00020 + 6 C00013,6.3.2.14,"Enzymatic reactions [BR:br08201]/// 6. Ligase reactions///  6.3  Forming carbon-nitrogen bonds///   6.3.2  Acid-D-amino-acid ligases (peptide synthases)///    6.3.2.14///     R07644  6 ATP + 3 2,3-Dihydroxybenzoate + 3 L-Serine <=> Enterochelin + 6 AMP + 6 Diphosphate",30574,multi-step reaction,RC00162  C00196_C05821///RC03046  C00065_C05821,rn01053: Biosynthesis of siderophore group nonribosomal peptides///rn01110: Biosynthesis of secondary metabolites,"bifunctional isochorismate lyase / aryl carrier protein [EC:3.3.2.1 6.3.2.14]///enterobactin synthetase component D / holo-[acyl-carrier protein] synthase [EC:6.3.2.14 2.7.8.7]///2,3-dihydroxybenzoate---[aryl-carrier protein] ligase [EC:6.3.2.14 6.2.1.71]///L-serine---[L-seryl-carrier protein] ligase [EC:6.3.2.14 6.2.1.72]",,,
R07646,L-lysine:tRNAPyl ligase (AMP-forming),ATP + L-Lysine + tRNA(Pyl) <=> AMP + Diphosphate + L-Lysyl-tRNA(Pyl),C00002 + C00047 + C16139 <=> C00020 + C00013 + C16140,,,,,RC00055  C16139_C16140///RC00523  C00047_C16140,,,,,
R07647,"2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase [(1E,4S,5E,7R)-germacra-1(10),5-dien-11-ol-forming]","trans,trans-Farnesyl diphosphate + H2O <=> (1E,4S,5E,7R)-Germacra-1(10),5-dien-11-ol + Diphosphate",C00448 + C00001 <=> C16143 + C00013,4.2.3.22,"Enzymatic reactions [BR:br08201]/// 4. Lyase reactions///  4.2  Carbon-oxygen lyases///   4.2.3  Acting on phosphates///    4.2.3.22///     R07647  trans,trans-Farnesyl diphosphate + H2O <=> (1E,4S,5E,7R)-Germacra-1(10),5-dien-11-ol + Diphosphate",22439,,RC01832  C00448_C16143,rn00909: Sesquiterpenoid and triterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites,germacradienol/geosmin synthase [EC:4.2.3.22 4.2.3.75 4.1.99.16],,,
R07648,"2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase [(-)-germacrene D-forming]","trans,trans-Farnesyl diphosphate <=> (-)-Germacrene D + Diphosphate",C00448 <=> C16142 + C00013,4.2.3.75,"Enzymatic reactions [BR:br08201]/// 4. Lyase reactions///  4.2  Carbon-oxygen lyases///   4.2.3  Acting on phosphates///    4.2.3.75///     R07648  trans,trans-Farnesyl diphosphate <=> (-)-Germacrene D + Diphosphate",12019,,RC02425  C00448_C16142,rn00909: Sesquiterpenoid and triterpenoid biosynthesis,germacradienol/geosmin synthase [EC:4.2.3.22 4.2.3.75 4.1.99.16]///(-)-germacrene D synthase [EC:4.2.3.75],,,
R07649,"2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase (germacrene-A-forming)","trans,trans-Farnesyl diphosphate <=> (+)-Germacrene A + Diphosphate",C00448 <=> C16141 + C00013,4.2.3.23,"Enzymatic reactions [BR:br08201]/// 4. Lyase reactions///  4.2  Carbon-oxygen lyases///   4.2.3  Acting on phosphates///    4.2.3.23///     R07649  trans,trans-Farnesyl diphosphate <=> (+)-Germacrene A + Diphosphate",12519,,RC02586  C00448_C16141,rn00909: Sesquiterpenoid and triterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites,germacrene-A synthase [EC:4.2.3.23]///alpha-muurolene/germacrene-A/gamma-muurolene/(+)-delta-cadinol synthase [EC:4.2.3.125 4.2.3.23 4.2.3.126 4.2.3.212],,,
R07650,"L-2,4-diaminobutanoate carboxy-lyase","L-2,4-Diaminobutanoate <=> 1,3-Diaminopropane + CO2",C03283 <=> C00986 + C00011,4.1.1.86,"Enzymatic reactions [BR:br08201]/// 4. Lyase reactions///  4.1  Carbon-carbon lyases///   4.1.1  Carboxy-lyases///    4.1.1.86///     R07650  L-2,4-Diaminobutanoate <=> 1,3-Diaminopropane + CO2",15692,,RC00299  C00986_C03283,"rn00260: Glycine, serine and threonine metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments","L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]",,,
R07651,D-Ala-D-Ala dipeptidase,D-Alanyl-D-alanine + H2O <=> 2 D-Alanine,C00993 + C00001 <=> 2 C00133,3.4.13.22,Enzymatic reactions [BR:br08201]/// 3. Hydrolase reactions///  3.4  Acting on peptide bonds (peptidases)///   3.4.13  Dipeptidases///    3.4.13.22///     R07651  D-Alanyl-D-alanine + H2O <=> 2 D-Alanine,20664,,RC00064  C00133_C00993///RC00141  C00133_C00993,,,,,
R07652,"farnesyl-diphosphate:farnesyl-diphosphate farnesyltransferase (4,4'-diapophytoene forming)","2 trans,trans-Farnesyl diphosphate <=> 4,4'-Diapophytoene + 2 Diphosphate",2 C00448 <=> C16144 + 2 C00013,2.5.1.96,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.5  Transferring alkyl or aryl groups, other than methyl groups///   2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)///    2.5.1.96///     R07652  2 trans,trans-Farnesyl diphosphate <=> 4,4'-Diapophytoene + 2 Diphosphate",31550,two-step reaction (R00702+R09793),,,"4,4'-diapophytoene synthase [EC:2.5.1.96]",,,
R07653,"4,4'-diapophytoene:FAD oxidoreductase","4,4'-Diapophytoene + 3 FAD <=> 4,4'-Diaponeurosporene + 3 FADH2",C16144 + 3 C00016 <=> C16145 + 3 C01352,1.3.8.2,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.3  Acting on the CH-CH group of donors///   1.3.8  With a flavin as acceptor///    1.3.8.2///     R07653  4,4'-Diapophytoene + 3 FAD <=> 4,4'-Diaponeurosporene + 3 FADH2",42803,3-step reaction (see R09719+R09744+R09745),RC00126  C00016_C01352///RC02088  C16144_C16145,rn00906: Carotenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites,"4,4'-diapophytoene desaturase [EC:1.3.8.2]",,,
R07654,"4,4'-diaponeurosporene,AH2:oxygen 4-oxidoreductase","4,4'-Diaponeurosporene + 3 Reduced acceptor + 3 Oxygen <=> 4,4'-Diaponeurosporenic acid + 3 Acceptor + 4 H2O",C16145 + 3 C00030 + 3 C00007 <=> C16146 + 3 C00028 + 4 C00001,1.14.99.44,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen///   1.14.99  Miscellaneous///    1.14.99.44///     R07654  4,4'-Diaponeurosporene + 3 Reduced acceptor + 3 Oxygen <=> 4,4'-Diaponeurosporenic acid + 3 Acceptor + 4 H2O",,"4,4'-diaponeurosporene oxidase(crtP)///multi-step reaction (see R09727+R09728)",RC02089  C16145_C16146,rn00906: Carotenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites,diapolycopene oxygenase [EC:1.14.99.44],,,
R07655,"4,4'-diaponeurosporenoate glucosyltransferase","4,4'-Diaponeurosporenic acid <=> Glucosyl-4,4'-diaponeurosporenoate",C16146 <=> C16147,2.4.1.-,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.4  Glycosyltransferases///   2.4.1  Hexosyltransferases///    2.4.1.-///     R07655  4,4'-Diaponeurosporenic acid <=> Glucosyl-4,4'-diaponeurosporenoate",,"4,4'-diaponeurosporenoate glycosyltransferase(crtQ)///incomplete reaction (unidentified  D-glucose donor)",RC00523  C16146_C16147,rn00906: Carotenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites,"4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]",,,
R07656,,"Glucosyl-4,4'-diaponeurosporenoate <=> Staphyloxanthin",C16147 <=> C16148,2.3.1.-,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.3  Acyltransferases///   2.3.1  Transferring groups other than aminoacyl groups///    2.3.1.-///     R07656  Glucosyl-4,4'-diaponeurosporenoate <=> Staphyloxanthin",,"glycosyl-4,4'-diaponeurosporenoate acyltransferase(crtO)///incomplete reaction",RC00041  C16147_C16148,rn00906: Carotenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites,"glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]",,,
R07657,"1-hydroxy-2-naphthoate:oxygen 1,2-oxidoreductase (decyclizing)",1-Hydroxy-2-naphthoate + Oxygen <=> (3Z)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate,C03203 + C00007 <=> C16149,1.13.11.38,Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.13  Acting on single donors with incorporation of molecular oxygen (oxygenases)///   1.13.11  With incorporation of two atoms of oxygen///    1.13.11.38///     R07657  1-Hydroxy-2-naphthoate + Oxygen <=> (3Z)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate,14752,PhdI,RC00937  C03203_C16149,rn00624: Polycyclic aromatic hydrocarbon degradation///rn01120: Microbial metabolism in diverse environments,1-hydroxy-2-naphthoate dioxygenase [EC:1.13.11.38],,,
R07658,,UDP-glucuronate + NAD+ <=> UDP-L-Ara4O + CO2 + NADH + H+,C00167 + C00003 <=> C16155 + C00011 + C00004 + C00080,1.1.1.305,Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.1  Acting on the CH-OH group of donors///   1.1.1  With NAD+ or NADP+ as acceptor///    1.1.1.305///     R07658  UDP-glucuronate + NAD+ <=> UDP-L-Ara4O + CO2 + NADH + H+,24705,,RC00001  C00003_C00004///RC01812  C00167_C16155,rn00520: Amino sugar and nucleotide sugar metabolism///rn01100: Metabolic pathways///rn01250: Biosynthesis of nucleotide sugars,UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating) [EC:2.1.2.13 1.1.1.305],"Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N",,
R07659,,UDP-L-Ara4O + L-Glutamate <=> UDP-L-Ara4N + 2-Oxoglutarate,C16155 + C00025 <=> C16153 + C00026,2.6.1.87,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.6  Transferring nitrogenous groups///   2.6.1  Transaminases///    2.6.1.87///     R07659  UDP-L-Ara4O + L-Glutamate <=> UDP-L-Ara4N + 2-Oxoglutarate,24713,,RC00006  C00025_C00026///RC01514  C16153_C16155,rn00520: Amino sugar and nucleotide sugar metabolism///rn01100: Metabolic pathways///rn01250: Biosynthesis of nucleotide sugars,UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87],"Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N",,
R07660,,10-Formyltetrahydrofolate + UDP-L-Ara4N <=> Tetrahydrofolate + UDP-L-Ara4FN,C00234 + C16153 <=> C00101 + C16154,2.1.2.13,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.1  Transferring one-carbon groups///   2.1.2  Hydroxymethyl-, formyl- and related transferases///    2.1.2.13///     R07660  10-Formyltetrahydrofolate + UDP-L-Ara4N <=> Tetrahydrofolate + UDP-L-Ara4FN",24709,,RC00026  C00101_C00234///RC01575  C16153_C16154,rn00520: Amino sugar and nucleotide sugar metabolism///rn01100: Metabolic pathways,UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating) [EC:2.1.2.13 1.1.1.305],"Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N",,
R07661,UDP-4-deoxy-4-formamido-L-arabinose:undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinosyltransferase,"UDP-L-Ara4FN + di-trans,poly-cis-Undecaprenyl phosphate <=> Undecaprenyl phosphate alpha-L-Ara4FN + UDP",C16154 + C17556 <=> C16156 + C00015,2.4.2.53,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.4  Glycosyltransferases///   2.4.2  Pentosyltransferases///    2.4.2.53///     R07661  UDP-L-Ara4FN + di-trans,poly-cis-Undecaprenyl phosphate <=> Undecaprenyl phosphate alpha-L-Ara4FN + UDP",27725,,RC00005  C00015_C16154  C16156_C17556///RC02954  C16154_C16156,rn00520: Amino sugar and nucleotide sugar metabolism///rn01100: Metabolic pathways,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53],"Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N",,
R07662,4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol amidohydrolase,Undecaprenyl phosphate alpha-L-Ara4FN + H2O <=> Undecaprenyl phosphate alpha-L-Ara4N + Formate,C16156 + C00001 <=> C16157 + C00058,3.5.1.-,"Enzymatic reactions [BR:br08201]/// 3. Hydrolase reactions///  3.5  Acting on carbon-nitrogen bonds, other than peptide bonds///   3.5.1  In linear amides///    3.5.1.-///     R07662  Undecaprenyl phosphate alpha-L-Ara4FN + H2O <=> Undecaprenyl phosphate alpha-L-Ara4N + Formate",27737,4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase,RC00323  C00058_C16156///RC01575  C16156_C16157,rn00520: Amino sugar and nucleotide sugar metabolism///rn01100: Metabolic pathways,undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.1.-],"Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N",,
R07663,,Toluene-4-sulfonate + Oxygen <=> 4-Cresol + Sulfate,C06677 + C00007 <=> C01468 + C00059,1.14.13.-,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen///   1.14.13  With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor///    1.14.13.-///     R07663  Toluene-4-sulfonate + Oxygen <=> 4-Cresol + Sulfate",,toluene-4-sulfonate monooxygenase///incomplete reaction (unidentified electron-donor),RC01845  C01468_C06677,rn00623: Toluene degradation///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments,,,,
R07664,(S)-2-hydroxy-2-phenylacetate:acceptor 2-oxidoreductase,(S)-Mandelate + FMN <=> alpha-Oxo-benzeneacetic acid + Reduced FMN,C01984 + C00061 <=> C02137 + C01847,1.1.99.31,Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.1  Acting on the CH-OH group of donors///   1.1.99  With unknown physiological acceptors///    1.1.99.31///     R07664  (S)-Mandelate + FMN <=> alpha-Oxo-benzeneacetic acid + Reduced FMN///IUBMB reaction hierarchy [BR:br08202]/// 1. Oxidoreductase reactions///  1.1.99.31///   R03793  Acceptor <=> Reduced acceptor///    R07664  FMN <=> Reduced FMN,,MdlB,RC00126  C00061_C01847///RC00240  C01984_C02137,rn00627: Aminobenzoate degradation///rn01120: Microbial metabolism in diverse environments,(S)-mandelate dehydrogenase [EC:1.1.99.31],,,
R07665,,3-Cresol + Oxygen + NADH + H+ <=> 3-Hydroxybenzyl alcohol + NAD+ + H2O,C01467 + C00007 + C00004 + C00080 <=> C03351 + C00003 + C00001,1.14.13.-,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen///   1.14.13  With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor///    1.14.13.-///     R07665  3-Cresol + Oxygen + NADH + H+ <=> 3-Hydroxybenzyl alcohol + NAD+ + H2O",,xylenol methylhydroxylase,RC00001  C00003_C00004///RC00269  C01467_C03351,rn00623: Toluene degradation///rn01120: Microbial metabolism in diverse environments///rn01220: Degradation of aromatic compounds,,,,
