"","gene_name","KO_ID","gene_des","EC","ENTREZID","pathway_id","pathway_name","level1_pathway_name","level2_pathway_name"
"12872","ATP1B1","ATPase Na+/K+ transporting subunit beta 1 [KO:K01540]","ATPase Na+/K+ transporting subunit beta 1","ATPase Na+/K+ transporting subunit beta 1 [KO:K01540]","481","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12873","ATP1B2","ATPase Na+/K+ transporting subunit beta 2 [KO:K01540]","ATPase Na+/K+ transporting subunit beta 2","ATPase Na+/K+ transporting subunit beta 2 [KO:K01540]","482","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12874","ATP1B3","ATPase Na+/K+ transporting subunit beta 3 [KO:K01540]","ATPase Na+/K+ transporting subunit beta 3","ATPase Na+/K+ transporting subunit beta 3 [KO:K01540]","483","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12875","ANK3","ankyrin 3 [KO:K09259]","ankyrin 3","ankyrin 3 [KO:K09259]","288","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12876","SPTAN1","spectrin alpha, non-erythrocytic 1 [KO:K06114]","spectrin alpha, non-erythrocytic 1","spectrin alpha, non-erythrocytic 1 [KO:K06114]","6709","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12877","SPTBN5","spectrin beta, non-erythrocytic 5 [KO:K06115]","spectrin beta, non-erythrocytic 5","spectrin beta, non-erythrocytic 5 [KO:K06115]","51332","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12878","SPTBN4","spectrin beta, non-erythrocytic 4 [KO:K06115]","spectrin beta, non-erythrocytic 4","spectrin beta, non-erythrocytic 4 [KO:K06115]","57731","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12879","SPTBN1","spectrin beta, non-erythrocytic 1 [KO:K06115]","spectrin beta, non-erythrocytic 1","spectrin beta, non-erythrocytic 1 [KO:K06115]","6711","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12880","SPTBN2","spectrin beta, non-erythrocytic 2 [KO:K23932]","spectrin beta, non-erythrocytic 2","spectrin beta, non-erythrocytic 2 [KO:K23932]","6712","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12881","CSRP1","cysteine and glycine rich protein 1 [KO:K09377]","cysteine and glycine rich protein 1","cysteine and glycine rich protein 1 [KO:K09377]","1465","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12882","CSRP2","cysteine and glycine rich protein 2 [KO:K09377]","cysteine and glycine rich protein 2","cysteine and glycine rich protein 2 [KO:K09377]","1466","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12883","CSRP3","cysteine and glycine rich protein 3 [KO:K09377]","cysteine and glycine rich protein 3","cysteine and glycine rich protein 3 [KO:K09377]","8048","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12884","MYH1","myosin heavy chain 1 [KO:K24220]","myosin heavy chain 1","myosin heavy chain 1 [KO:K24220]","4619","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12885","MYH4","myosin heavy chain 4 [KO:K24220]","myosin heavy chain 4","myosin heavy chain 4 [KO:K24220]","4622","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12886","MYH8","myosin heavy chain 8 [KO:K24220]","myosin heavy chain 8","myosin heavy chain 8 [KO:K24220]","4626","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12887","MYH2","myosin heavy chain 2 [KO:K24220]","myosin heavy chain 2","myosin heavy chain 2 [KO:K24220]","4620","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12888","MYH3","myosin heavy chain 3 [KO:K24220]","myosin heavy chain 3","myosin heavy chain 3 [KO:K24220]","4621","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12889","MYH7B","myosin heavy chain 7B [KO:K24220]","myosin heavy chain 7B","myosin heavy chain 7B [KO:K24220]","57644","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12890","MYH15","myosin heavy chain 15 [KO:K24220]","myosin heavy chain 15","myosin heavy chain 15 [KO:K24220]","22989","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12891","MYH13","myosin heavy chain 13 [KO:K24220]","myosin heavy chain 13","myosin heavy chain 13 [KO:K24220]","8735","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12892","MYH7","myosin heavy chain 7 [KO:K17751]","myosin heavy chain 7","myosin heavy chain 7 [KO:K17751]","4625","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12893","MYH6","myosin heavy chain 6 [KO:K17751]","myosin heavy chain 6","myosin heavy chain 6 [KO:K17751]","4624","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12894","MYH9","myosin heavy chain 9 [KO:K10352]","myosin heavy chain 9","myosin heavy chain 9 [KO:K10352]","4627","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12895","MYH10","myosin heavy chain 10 [KO:K10352]","myosin heavy chain 10","myosin heavy chain 10 [KO:K10352]","4628","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12896","MYH11","myosin heavy chain 11 [KO:K10352]","myosin heavy chain 11","myosin heavy chain 11 [KO:K10352]","4629","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12897","MYH14","myosin heavy chain 14 [KO:K10352]","myosin heavy chain 14","myosin heavy chain 14 [KO:K10352]","79784","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12898","MYL1","myosin light chain 1 [KO:K05738]","myosin light chain 1","myosin light chain 1 [KO:K05738]","4632","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12899","MYL3","myosin light chain 3 [KO:K12749]","myosin light chain 3","myosin light chain 3 [KO:K12749]","4634","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12900","MYL4","myosin light chain 4 [KO:K12750]","myosin light chain 4","myosin light chain 4 [KO:K12750]","4635","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12901","MYL2","myosin light chain 2 [KO:K10351]","myosin light chain 2","myosin light chain 2 [KO:K10351]","4633","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12902","MYL5","myosin light chain 5 [KO:K12753]","myosin light chain 5","myosin light chain 5 [KO:K12753]","4636","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12903","MYL7","myosin light chain 7 [KO:K12754]","myosin light chain 7","myosin light chain 7 [KO:K12754]","58498","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12904","MYL9","myosin light chain 9 [KO:K12755]","myosin light chain 9","myosin light chain 9 [KO:K12755]","10398","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12905","MYL11","myosin light chain 11 [KO:K12758]","myosin light chain 11","myosin light chain 11 [KO:K12758]","29895","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12906","MYBPC1","myosin binding protein C1 [KO:K12557]","myosin binding protein C1","myosin binding protein C1 [KO:K12557]","4604","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12907","MYBPC2","myosin binding protein C2 [KO:K12558]","myosin binding protein C2","myosin binding protein C2 [KO:K12558]","4606","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12908","MYBPC3","myosin binding protein C3 [KO:K12568]","myosin binding protein C3","myosin binding protein C3 [KO:K12568]","4607","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12909","MYBPH","myosin binding protein H [KO:K24494]","myosin binding protein H","myosin binding protein H [KO:K24494]","4608","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12910","MYBPHL","myosin binding protein H like [KO:K24494]","myosin binding protein H like","myosin binding protein H like [KO:K24494]","343263","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12911","ACTA1","actin alpha 1, skeletal muscle [KO:K10354]","actin alpha 1, skeletal muscle","actin alpha 1, skeletal muscle [KO:K10354]","58","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12912","ACTC1","actin alpha cardiac muscle 1 [KO:K12314]","actin alpha cardiac muscle 1","actin alpha cardiac muscle 1 [KO:K12314]","70","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12913","TNNC1","troponin C1, slow skeletal and cardiac type [KO:K05865]","troponin C1, slow skeletal and cardiac type","troponin C1, slow skeletal and cardiac type [KO:K05865]","7134","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12914","TNNI1","troponin I1, slow skeletal type [KO:K10371]","troponin I1, slow skeletal type","troponin I1, slow skeletal type [KO:K10371]","7135","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12915","TNNT1","troponin T1, slow skeletal type [KO:K10372]","troponin T1, slow skeletal type","troponin T1, slow skeletal type [KO:K10372]","7138","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12916","TNNC2","troponin C2, fast skeletal type [KO:K12042]","troponin C2, fast skeletal type","troponin C2, fast skeletal type [KO:K12042]","7125","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12917","TNNI2","troponin I2, fast skeletal type [KO:K12043]","troponin I2, fast skeletal type","troponin I2, fast skeletal type [KO:K12043]","7136","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12918","TNNT3","troponin T3, fast skeletal type [KO:K12046]","troponin T3, fast skeletal type","troponin T3, fast skeletal type [KO:K12046]","7140","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12919","TNNI3","troponin I3, cardiac type [KO:K12044]","troponin I3, cardiac type","troponin I3, cardiac type [KO:K12044]","7137","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12920","TNNT2","troponin T2, cardiac type [KO:K12045]","troponin T2, cardiac type","troponin T2, cardiac type [KO:K12045]","7139","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12921","TPM1","tropomyosin 1 [KO:K10373]","tropomyosin 1","tropomyosin 1 [KO:K10373]","7168","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12922","TPM2","tropomyosin 2 [KO:K10374]","tropomyosin 2","tropomyosin 2 [KO:K10374]","7169","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12923","TPM3","tropomyosin 3 [KO:K09290]","tropomyosin 3","tropomyosin 3 [KO:K09290]","7170","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12924","TPM4","tropomyosin 4 [KO:K10375]","tropomyosin 4","tropomyosin 4 [KO:K10375]","7171","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12925","TTN","K12567","titin","2.7.11.1","7273","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12926","MYOT","myotilin [KO:K19875]","myotilin","myotilin [KO:K19875]","9499","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12927","TCAP","titin-cap [KO:K19879]","titin-cap","titin-cap [KO:K19879]","8557","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12928","SYNPO2","synaptopodin 2 [KO:K24066]","synaptopodin 2","synaptopodin 2 [KO:K24066]","171024","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12929","NEB","nebulin [KO:K18267]","nebulin","nebulin [KO:K18267]","4703","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12930","NEBL","nebulette [KO:K25865]","nebulette","nebulette [KO:K25865]","10529","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12931","MYOZ1","myozenin 1 [KO:K26050]","myozenin 1","myozenin 1 [KO:K26050]","58529","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12932","MYOZ2","myozenin 2 [KO:K26050]","myozenin 2","myozenin 2 [KO:K26050]","51778","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12933","MYOZ3","myozenin 3 [KO:K26050]","myozenin 3","myozenin 3 [KO:K26050]","91977","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12934","PDLIM3","PDZ and LIM domain 3 [KO:K23353]","PDZ and LIM domain 3","PDZ and LIM domain 3 [KO:K23353]","27295","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12935","PDLIM2","PDZ and LIM domain 2 [KO:K23353]","PDZ and LIM domain 2","PDZ and LIM domain 2 [KO:K23353]","64236","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12936","PDLIM4","PDZ and LIM domain 4 [KO:K23353]","PDZ and LIM domain 4","PDZ and LIM domain 4 [KO:K23353]","8572","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12937","PDLIM1","PDZ and LIM domain 1 [KO:K23353]","PDZ and LIM domain 1","PDZ and LIM domain 1 [KO:K23353]","9124","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12938","CAPZA1","capping actin protein of muscle Z-line subunit alpha 1 [KO:K10364]","capping actin protein of muscle Z-line subunit alpha 1","capping actin protein of muscle Z-line subunit alpha 1 [KO:K10364]","829","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12939","CAPZA2","capping actin protein of muscle Z-line subunit alpha 2 [KO:K10364]","capping actin protein of muscle Z-line subunit alpha 2","capping actin protein of muscle Z-line subunit alpha 2 [KO:K10364]","830","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12940","CAPZA3","capping actin protein of muscle Z-line subunit alpha 3 [KO:K10364]","capping actin protein of muscle Z-line subunit alpha 3","capping actin protein of muscle Z-line subunit alpha 3 [KO:K10364]","93661","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12941","CAPZB","capping actin protein of muscle Z-line subunit beta [KO:K10365]","capping actin protein of muscle Z-line subunit beta","capping actin protein of muscle Z-line subunit beta [KO:K10365]","832","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12942","XIRP1","xin actin binding repeat containing 1 [KO:K27381]","xin actin binding repeat containing 1","xin actin binding repeat containing 1 [KO:K27381]","165904","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12943","XIRP2","xin actin binding repeat containing 2 [KO:K27381]","xin actin binding repeat containing 2","xin actin binding repeat containing 2 [KO:K27381]","129446","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12944","NRAP","nebulin related anchoring protein [KO:K24421]","nebulin related anchoring protein","nebulin related anchoring protein [KO:K24421]","4892","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12945","OBSCN","K17531","obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF","2.7.11.1","84033","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12946","LDB3","LIM domain binding 3 [KO:K19867]","LIM domain binding 3","LIM domain binding 3 [KO:K19867]","11155","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12947","PDLIM5","PDZ and LIM domain 5 [KO:K19867]","PDZ and LIM domain 5","PDZ and LIM domain 5 [KO:K19867]","10611","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12948","PDLIM7","PDZ and LIM domain 7 [KO:K19867]","PDZ and LIM domain 7","PDZ and LIM domain 7 [KO:K19867]","9260","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12949","TMOD4","tropomodulin 4 [KO:K10370]","tropomodulin 4","tropomodulin 4 [KO:K10370]","29765","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12950","TMOD3","tropomodulin 3 [KO:K10370]","tropomodulin 3","tropomodulin 3 [KO:K10370]","29766","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12951","TMOD2","tropomodulin 2 [KO:K10370]","tropomodulin 2","tropomodulin 2 [KO:K10370]","29767","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12952","TMOD1","tropomodulin 1 [KO:K10370]","tropomodulin 1","tropomodulin 1 [KO:K10370]","7111","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12953","ZYX","zyxin [KO:K06273]","zyxin","zyxin [KO:K06273]","7791","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12954","MYPN","myopalladin [KO:K22028]","myopalladin","myopalladin [KO:K22028]","84665","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12955","FHL1","four and a half LIM domains 1 [KO:K14365]","four and a half LIM domains 1","four and a half LIM domains 1 [KO:K14365]","2273","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12956","FHL2","four and a half LIM domains 2 [KO:K14380]","four and a half LIM domains 2","four and a half LIM domains 2 [KO:K14380]","2274","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12957","FHL3","four and a half LIM domains 3 [KO:K24414]","four and a half LIM domains 3","four and a half LIM domains 3 [KO:K24414]","2275","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12958","LMOD2","leiomodin 2 [KO:K22030]","leiomodin 2","leiomodin 2 [KO:K22030]","442721","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12959","LMOD1","leiomodin 1 [KO:K22030]","leiomodin 1","leiomodin 1 [KO:K22030]","25802","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12960","LMOD3","leiomodin 3 [KO:K22030]","leiomodin 3","leiomodin 3 [KO:K22030]","56203","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12961","ANKRD1","ankyrin repeat domain 1 [KO:K21433]","ankyrin repeat domain 1","ankyrin repeat domain 1 [KO:K21433]","27063","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12962","ANKRD2","ankyrin repeat domain 2 [KO:K21434]","ankyrin repeat domain 2","ankyrin repeat domain 2 [KO:K21434]","26287","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12963","ANKRD23","ankyrin repeat domain 23 [KO:K21438]","ankyrin repeat domain 23","ankyrin repeat domain 23 [KO:K21438]","200539","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12964","FMNL2","formin like 2 [KO:K23957]","formin like 2","formin like 2 [KO:K23957]","114793","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12965","FMNL1","formin like 1 [KO:K23957]","formin like 1","formin like 1 [KO:K23957]","752","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12966","FMNL3","formin like 3 [KO:K23957]","formin like 3","formin like 3 [KO:K23957]","91010","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12967","INF2","inverted formin 2 [KO:K23958]","inverted formin 2","inverted formin 2 [KO:K23958]","64423","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12968","DAAM1","dishevelled associated activator of morphogenesis 1 [KO:K04512]","dishevelled associated activator of morphogenesis 1","dishevelled associated activator of morphogenesis 1 [KO:K04512]","23002","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12969","DAAM2","dishevelled associated activator of morphogenesis 2 [KO:K04512]","dishevelled associated activator of morphogenesis 2","dishevelled associated activator of morphogenesis 2 [KO:K04512]","23500","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12970","DIAPH1","diaphanous related formin 1 [KO:K05740]","diaphanous related formin 1","diaphanous related formin 1 [KO:K05740]","1729","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12971","DIAPH2","diaphanous related formin 2 [KO:K05741]","diaphanous related formin 2","diaphanous related formin 2 [KO:K05741]","1730","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12972","DIAPH3","diaphanous related formin 3 [KO:K05745]","diaphanous related formin 3","diaphanous related formin 3 [KO:K05745]","81624","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12973","FMN2","formin 2 [KO:K02184]","formin 2","formin 2 [KO:K02184]","56776","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12974","MYOM1","myomesin 1 [KO:K24495]","myomesin 1","myomesin 1 [KO:K24495]","8736","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12975","MYOM2","myomesin 2 [KO:K24495]","myomesin 2","myomesin 2 [KO:K24495]","9172","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12976","MYOM3","myomesin 3 [KO:K24495]","myomesin 3","myomesin 3 [KO:K24495]","127294","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12977","ENO3","K01689","enolase 3","4.2.1.11","2027","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12978","ENO2","K01689","enolase 2","4.2.1.11","2026","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12979","ENO1","K01689","enolase 1","4.2.1.11","2023","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12980","ANK2","ankyrin 2 [KO:K09255]","ankyrin 2","ankyrin 2 [KO:K09255]","287","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12981","CKM","K27382","creatine kinase, M-type","2.7.3.2","1158","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12982","TRIM54","tripartite motif containing 54 [KO:K10653]","tripartite motif containing 54","tripartite motif containing 54 [KO:K10653]","57159","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12983","TRIM55","tripartite motif containing 55 [KO:K10654]","tripartite motif containing 55","tripartite motif containing 55 [KO:K10654]","84675","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12984","TRIM63","K10655","tripartite motif containing 63","2.3.2.27","84676","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12985","AMPD2","K01490","adenosine monophosphate deaminase 2","3.5.4.6","271","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12986","AMPD3","K01490","adenosine monophosphate deaminase 3","3.5.4.6","272","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12987","AMPD1","K01490","adenosine monophosphate deaminase 1","3.5.4.6","270","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12988","CAPN3","K08573","calpain 3","3.4.22.54","825","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12989","PLEC","plectin [KO:K10388]","plectin","plectin [KO:K10388]","5339","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12990","SYNE3","spectrin repeat containing nuclear envelope family member 3 [KO:K21761]","spectrin repeat containing nuclear envelope family member 3","spectrin repeat containing nuclear envelope family member 3 [KO:K21761]","161176","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12991","SYNE2","spectrin repeat containing nuclear envelope protein 2 [KO:K19346]","spectrin repeat containing nuclear envelope protein 2","spectrin repeat containing nuclear envelope protein 2 [KO:K19346]","23224","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12992","LMNA","lamin A/C [KO:K12641]","lamin A/C","lamin A/C [KO:K12641]","4000","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12993","LMNB1","lamin B1 [KO:K07611]","lamin B1","lamin B1 [KO:K07611]","4001","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12994","LMNB2","lamin B2 [KO:K07611]","lamin B2","lamin B2 [KO:K07611]","84823","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12995","EMD","emerin [KO:K12569]","emerin","emerin [KO:K12569]","2010","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12996","LBR","K19532","lamin B receptor","1.3.1.70","3930","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12997","SYNE1","spectrin repeat containing nuclear envelope protein 1 [KO:K19326]","spectrin repeat containing nuclear envelope protein 1","spectrin repeat containing nuclear envelope protein 1 [KO:K19326]","23345","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12998","SUN1","Sad1 and UNC84 domain containing 1 [KO:K19347]","Sad1 and UNC84 domain containing 1","Sad1 and UNC84 domain containing 1 [KO:K19347]","23353","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"12999","SUN2","Sad1 and UNC84 domain containing 2 [KO:K19347]","Sad1 and UNC84 domain containing 2","Sad1 and UNC84 domain containing 2 [KO:K19347]","25777","hsa04820","Cytoskeleton in muscle cells","Cellular Processes","Cell motility"
"13000","LPAR1","lysophosphatidic acid receptor 1 [KO:K04289]","lysophosphatidic acid receptor 1","lysophosphatidic acid receptor 1 [KO:K04289]","1902","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13001","LPAR2","lysophosphatidic acid receptor 2 [KO:K04291]","lysophosphatidic acid receptor 2","lysophosphatidic acid receptor 2 [KO:K04291]","9170","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13002","LPAR4","lysophosphatidic acid receptor 4 [KO:K04275]","lysophosphatidic acid receptor 4","lysophosphatidic acid receptor 4 [KO:K04275]","2846","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13003","LPAR5","lysophosphatidic acid receptor 5 [KO:K08390]","lysophosphatidic acid receptor 5","lysophosphatidic acid receptor 5 [KO:K08390]","57121","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13004","CXCL12","C-X-C motif chemokine ligand 12 [KO:K10031]","C-X-C motif chemokine ligand 12","C-X-C motif chemokine ligand 12 [KO:K10031]","6387","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13005","CXCR4","C-X-C motif chemokine receptor 4 [KO:K04189]","C-X-C motif chemokine receptor 4","C-X-C motif chemokine receptor 4 [KO:K04189]","7852","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13006","F2","K01313","coagulation factor II, thrombin","3.4.21.5","2147","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13007","F2R","coagulation factor II thrombin receptor [KO:K03914]","coagulation factor II thrombin receptor","coagulation factor II thrombin receptor [KO:K03914]","2149","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13008","INS","insulin [KO:K04526]","insulin","insulin [KO:K04526]","3630","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13009","EGF","epidermal growth factor [KO:K04357]","epidermal growth factor","epidermal growth factor [KO:K04357]","1950","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13010","FGF1","fibroblast growth factor 1 [KO:K18496]","fibroblast growth factor 1","fibroblast growth factor 1 [KO:K18496]","2246","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13011","FGF2","fibroblast growth factor 2 [KO:K18497]","fibroblast growth factor 2","fibroblast growth factor 2 [KO:K18497]","2247","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
